Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","George Kontos","SFG",1,4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9486
"Total","Jeremy Jeffress","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9490
"Total","Bud Norris","2 Tms",0.1,2,0,0.5,0,0.5,0,1,0,0,0,0,1,0,0.5,0.5,9492
"Total","Austin Bibens-Dirkx","TEX",0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9559
"Total","Michael Blazek","MIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9654
"Total","Vidal Nuno","SEA",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,9674
"Total","Louis Coleman","DET",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9720
"Total","David Hale","PHI",0,2,0,0.5,0,0.5,0,1,0,0,0,0,1,0.5,0,0.5,9756
"Total","Joe Kelly","3 Tms",1.1,4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9761
"Total","Blake Smith","CHW",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9780
"Total","Garrett Richards","TEX",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9784
"Total","Rex Brothers","ATL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9794
"Total","Sergio Romo","4 Tms",1.1,4,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0.25,0.25,0.5,9817
"Total","Chaz Roe","3 Tms",1.1,5,1,0,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0,1,0,9866
"Total","Travis Wood","CHC",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,9884
"Total","Chris Rusin","COL",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9895
"Total","Pedro Villarreal","CIN",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,9904
"Total","Mike Dunn","MIA",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9948
"Total","Tom Wilhelmsen","3 Tms",0.2,4,1,0,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,9975
"Total","Tyler Matzek","ATL",0.2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10058
"Total","Brooks Raley","2 Tms",0.1,3,0,0.333333333,0,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,10061
"Total","Ian Krol","ATL",0.2,3,3,0,1,0,0,0,0,0,0.66666667,0.33333333,0,0.33333333,0.66666667,0,10066
"Total","Caleb Cotham","NYY",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10075
"Total","Caleb Thielbar","MIN",1,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,10078
"Total","Brad Boxberger","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133
"Total","Jacob Turner","CHW",0.1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10185
"Total","Alexi Ogando","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,10261
"Total","Tanner Scheppers","TEX",1,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,10267
"Total","Josh Smoker","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10285
"Total","Ryan Tepera","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10291
"Total","Chad Bell","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10297
"Total","Roman Mendez","TEX",0.2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10307
"Total","Erasmo Ramirez","3 Tms",0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314
"Total","Michael Tonkin","2 Tms",0.2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10315
"Total","Edwin Escobar","ARI",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10337
"Total","Juan Minaya","CHW",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10341
"Total","Aaron Loup","3 Tms",2.1,7,2,0,0.666666666,0.333333333,1,0,0,0,0.33333333,0.33333333,0.33333333,0.66666667,0,0.33333333,10343
"Total","Robbie Erlin","SDP",0.2,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,1,0,10354
"Total","Mychal Givens","BAL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10430
"Total","Hunter Cervenka","MIA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10510
"Total","Jake Petricka","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0.5,0,0.5,0.5,0.5,0,10534
"Total","Jimmy Nelson","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10547
"Total","Addison Reed","2 Tms",0.1,3,1,0.5,0.5,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,10586
"Total","Scott Alexander","3 Tms",1.1,6,1,0.5,0.25,0.25,0,0,0,0,0.25,0.5,0.25,0,0.5,0.5,10591
"Total","Andrew Bellatti","PHI",0.2,4,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,1,10657
"Total","Tyler Thornburg","2 Tms",0.1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,10688
"Total","Shane Greene","DET",1.1,5,1,0,0.5,0.5,1,0,0,0,0.5,0.5,0,1,0,0,10756
"Total","Tyler Cravy","MIL",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10770
"Total","Josh Edgin","NYM",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796
"Total","Asher Wojciechowski","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10836
"Total","Adam Kolarek","TBR",0.1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10843
"Total","Chasen Shreve","3 Tms",2,11,2,0.142857142,0.571428571,0.285714285,0,0.5,0.25,0,0.85714286,0.14285714,0,0,0.57142857,0.42857143,10855
"Total","Christian Bergman","COL",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10925
"Total","Josh A. Smith","MIA",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10946
"Total","Tim Adleman","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10968
"Total","Ryan O'Rourke","MIN",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10976
"Total","Kevin Shackelford","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11012
"Total","Casey Lawrence","STL",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11121
"Total","Grant Dayton","LAD",0.2,2,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,11203
"Total","Casey Sadler","TBR",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11209
"Total","Aaron Barrett","WSN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11243
"Total","Sean Nolin","WSN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,11341
"Total","Pat Dean","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11350
"Total","Tommy Kahnle","2 Tms",1,4,1,0.666666666,0.333333333,0,0,0,0,0,1,0,0,0.33333333,0,0.66666667,11384
"Total","Danny Barnes","TOR",0.2,2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,11388
"Total","Alex Wimmers","MIN",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11394
"Total","Jose Quintana","SFG",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,11423
"Total","Drew Pomeranz","3 Tms",0.2,6,0.5,0.25,0.25,0.5,0,0.5,0,0,0.25,0.75,0,0,0.25,0.75,11426
"Total","Brandon Workman","BOS",0.2,3,2,0,1,0,0,0,0.5,0,0.5,0.5,0,1,0,0,11428
"Total","A.J. Schugel","PIT",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,11432
"Total","Jesse Biddle","2 Tms",0,3,0,1,0,0,0,0,0,0,0,0,1,0.5,0,0.5,11437
"Total","Johnny Barbato","NYY",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,11440
"Total","Matt Grace","WSN",0.2,3,3,0,1,0,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,11449
"Total","Sammy Solis","WSN",0,3,1,0.666666666,0.333333333,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,11457
"Total","A.J. Cole","NYY",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11467
"Total","Zach Lee","SDP",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11468
"Total","Bryan Mitchell","NYY",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,11479
"Total","Joely Rodriguez","2 Tms",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,11487
"Total","Brandon Cunniff","ATL",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11509
"Total","Josh Osich","SFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11528
"Total","Jose Dominguez","SDP",0.1,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,11571
"Total","Conor Mullee","NYY",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,11580
"Total","Jose Urena","MIA",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11589
"Total","Deck McGuire","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11596
"Total","Dovydas Neverauskas","PIT",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11604
"Total","Heath Hembree","BOS",1.1,5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0.33333333,0.66666667,0.33333333,0.66666667,0,11632
"Total","Mayckol Guaipe","SEA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11663
"Total","Tayron Guerrero","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11691
"Total","Sam Dyson","SFG",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11710
"Total","Justin Grimm","CHC",1,4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,11720
"Total","Luke Jackson","ATL",1,5,2,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,11752
"Total","Kyle Ryan","2 Tms",0.2,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,11753
"Total","Justin Nicolino","MIA",0.1,2,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,1,0,11754
"Total","Drew Smyly","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11760
"Total","Hansel Robles","3 Tms",1.2,7,1,0.5,0.5,0,0,1,0,0,0,1,0,0,0.5,0.5,11801
"Total","Hector Neris","2 Tms",2,6,0.25,0,0.2,0.8,0,0,0,0,0.6,0.2,0.2,0.6,0.4,0,11804
"Total","Alberto Baldonado","WSN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11812
"Total","Chris Martin","2 Tms",0.1,3,3,0,1,0,0,0,0,0,0,0.66666667,0.33333333,0.33333333,0.33333333,0.33333333,11847
"Total","Jason Adam","2 Tms",0.1,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,11861
"Total","Michael Feliz","PIT",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11903
"Total","Taylor Cole","LAA",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11964
"Total","Matt Andriese","2 Tms",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,12022
"Total","Brian Flynn","KCR",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12027
"Total","Scott McGough","MIA",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12056
"Total","Yimi Garcia","3 Tms",1.2,6,0,0,0,1,0,0,0,0,0.5,0.5,0,0,1,0,12095
"Total","Parker Markel","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12106
"Total","Jason Garcia","BAL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,12143
"Total","Domingo Tapia","2 Tms",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,12178
"Total","Cody Martin","ATL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12182
"Total","Seth Maness","STL",0.2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12235
"Total","Dan Winkler","ATL",0.2,3,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,1,0,12237
"Total","Ryan Sherriff","BOS",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12249
"Total","Nefi Ogando","MIA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12253
"Total","Evan Marshall","CHW",0.2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,12297
"Total","Jacob Barnes","3 Tms",0.2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,12323
"Total","Jace Peterson","MIL",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12325
"Total","Kevin Quackenbush","SDP",0.1,3,2,0,0.666666666,0.333333333,0,0,0,0,0,0.33333333,0.66666667,0,0.66666667,0.33333333,12360
"Total","Spencer Patton","2 Tms",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,0,12361
"Total","Seth Lugo","NYM",0.2,2,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,12447
"Total","Chasen Bradford","NYM",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12452
"Total","Drew Rucinski","MIA",0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12499
"Total","Tony Cingrani","2 Tms",1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12555
"Total","Blake Treinen","3 Tms",1,3,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,1,0,0,12572
"Total","Nick Ramirez","2 Tms",0.1,3,0,0.333333333,0,0.666666666,0,0,0,0,0.33333333,0.66666667,0,0,0.66666667,0.33333333,12575
"Total","Adam Morgan","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12580
"Total","Mike Wright Jr.","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12586
"Total","Nate Karns","SEA",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12638
"Total","Phil Klein","TEX",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,12675
"Total","Ryne Harper","WSN",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,12680
"Total","Nick Martinez","SDP",0,2,0,1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,12730
"Total","Rafael Montero","NYM",0.2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12760
"Total","Chris Devenski","2 Tms",1.2,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0,1,0,12763
"Total","John Brebbia","STL",0.1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12777
"Total","Sam Gaviglio","TOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12778
"Total","Sean Gilmartin","2 Tms",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,12781
"Total","Burch Smith","KCR",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12784
"Total","Noe Ramirez","LAA",0.2,4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.66666667,0,0.33333333,12800
"Total","Matt Wisler","CIN",0.1,2,1,0.5,0.5,0,0,0,0,0,1,0,0,0,1,0,12804
"Total","Mike Clevinger","CLE",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12808
"Total","Andrew Kittredge","TBR",1,5,1,0.5,0.5,0,0,0,0,0,1,0,0,0,1,0,12828
"Total","Shawn Armstrong","BAL",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12857
"Total","Matt Barnes","MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12863
"Total","Andrew McKirahan","ATL",0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,12870
"Total","Tony Zych","SEA",1,5,1,0,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0.5,12876
"Total","Alex Claudio","2 Tms",1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,12890
"Total","Logan Verrett","TEX",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12905
"Total","Archie Bradley","LAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12918
"Total","Gabriel Ynoa","BAL",0.2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,12938
"Total","Joe Musgrove","HOU",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,12970
"Total","Joe Ross","WSN",0.2,2,1,0.5,0.5,0,0,0,0,0,0,0,1,0.5,0,0.5,12972
"Total","Andrew Faulkner","TEX",0.1,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,12982
"Total","Andrew Chafin","2 Tms",2,7,5,0,1,0,0,0,0,0,0.8,0.2,0,0.2,0.8,0,12988
"Total","Colten Brewer","2 Tms",0,2,2,0,1,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0.5,12997
"Total","Robby Scott","BOS",0.1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13042
"Total","Reymin Guduan","HOU",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13058
"Total","Kyle Crick","2 Tms",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,13182
"Total","Adalberto Mejia","MIN",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13188
"Total","Jordan Weems","WSN",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,13190
"Total","Joe Biagini","2 Tms",1.1,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,13194
"Total","Warwick Saupold","DET",0,2,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,13211
"Total","Michael Fulmer","2 Tms",0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,13218
"Total","Ross Stripling","LAD",0.1,2,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,13273
"Total","Jesse Hahn","KCR",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,13287
"Total","Danny Coulombe","2 Tms",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,13293
"Total","James Pazos","SEA",1,4,0,0,0,1,0,0,0,0,0.5,0,0.5,0,1,0,13323
"Total","Adrian Sampson","TEX",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339
"Total","Luis Cessa","2 Tms",1,5,3,0,0.75,0.25,1,0,0,0,0.5,0.25,0.25,0.5,0.25,0.25,13345
"Total","Hoby Milner","2 Tms",1,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,13346
"Total","Cam Bedrosian","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13360
"Total","Dylan Floro","CIN",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,13394
"Total","Sam Selman","LAA",0.1,2,0,1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,13397
"Total","Chris Beck","CHW",0.2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13418
"Total","Matt Koch","ARI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13420
"Total","Drew VerHagen","STL",0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13424
"Total","Pat Light","MIN",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13427
"Total","Pierce Johnson","SDP",0.1,2,0,0.5,0,0.5,0,0,0,0,0,1,0,0.5,0,0.5,13435
"Total","Mike Morin","LAA",0.2,3,0,0,0,1,0,0.5,0,0,1,0,0,0,0.5,0.5,13442
"Total","Taylor Rogers","MIN",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,13449
"Total","Lucas Sims","CIN",1.1,5,1.5,0,0.6,0.4,0,0,0,0,0.4,0.6,0,0.2,0.2,0.6,13470
"Total","Daniel Norris","DET",0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13475
"Total","Sam Tuivailala","STL",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,13485
"Total","Matt Bowman","STL",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13528
"Total","Richard Rodriguez","PIT",0.2,3,2,0,0.666666666,0.333333333,0,0,0.5,0,0.33333333,0.66666667,0,0.66666667,0.33333333,0,13549
"Total","Justin Haley","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,13572
"Total","Steven Okert","MIA",1,4,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,1,0,13580
"Total","Robert Stephenson","3 Tms",1.2,10,2,0.5,0.333333333,0.166666666,0,2,0.5,0,0.5,0.33333333,0.16666667,0,0.66666667,0.33333333,13594
"Total","Shawn Morimando","CLE",0.1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,13606
"Total","Carl Edwards Jr.","2 Tms",1.1,5,0,0.333333333,0,0.666666666,0.5,0,0,0,0,1,0,0.33333333,0.66666667,0,13607
"Total","Taylor Guerrieri","2 Tms",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,13616
"Total","Clay Holmes","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13649
"Total","Tayler Scott","OAK",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13652
"Total","Jharel Cotton","SFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13654
"Total","John Gant","STL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,13684
"Total","Nick Goody","3 Tms",1.2,7,1,0.2,0.4,0.4,0,0,0,0,0.4,0.4,0.2,0,0.6,0.4,13685
"Total","Robert Gsellman","NYM",0.1,2,1,0,0.5,0.5,0,0,1,0,0.5,0.5,0,0,0.5,0.5,13696
"Total","Kyle Barraclough","2 Tms",0.2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13713
