Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Neftali Feliz","PIT",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,18
"Total","Xavier Cedeno","3 Tms",0.2,4,13.50000014,0,1,0,0.25,0,0.25,0.5,3.00000003,0.66666667,-0.5,0.1482844767882514,0.1482844767882514,36
"Total","Rafael Betancourt","COL",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.13359375,3.13359375,177
"Total","Fernando Rodney","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,494
"Total","Grant Balfour","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,718
"Total","Joe Beimel","SEA",0.2,4,0,13.49999993,0,0,0,0.25,-0.25,0.5,2.99999999,0.33333333,0.5,7.633593727500001,9.847104777355783,979
"Total","Tommy Hunter","3 Tms",1.1,4,13.50000003,0,2,0,0.5,0,0.5,0,0,0,1,0.14087589744132245,1.251152953185756,1157
"Total","Matt Bush","TEX",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.5,1.50000002,0.5,-1,0.15709893089646032,2.655500076185533,1246
"Total","Adam Ottavino","4 Tms",1.2,4,5.40000002,0,1,0,0.25,0,0.25,0,0,0,1,1.9741831257032405,2.965152188538386,1247
"Total","Blake Wood","CIN",0.1,2,27.00000027,0,1,27.00000027,0.5,0,0.5,0.5,3.00000003,0,1,36.157640024213876,2.494058584491585,1345
"Total","Andrew Bailey","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.141373729690251,7.568395829401816,1368
"Total","Joaquin Benoit","PHI",0,1,0,0,0,0,0,0,0,1,1,1,-2,3.1576396942138674,4.9364459931850435,1437
"Total","Jon Edwards","SDP",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,1483
"Total","Oliver Perez","2 Tms",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.5,1.50000002,0.5,-2,0.18028489927551306,2.6786860445645857,1514
"Total","Sean Doolittle","CIN",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,0.5,6.00000006,0.5,0,12.17003421246704,17.46312064516437,1581
"Total","Francisco Rodriguez","DET",0,1,0,0,0,9,0,0,0,1,1,0,7.5,16.157639694213866,4.9364459931850435,1642
"Total","Kevin Gregg","CIN",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,1793
"Total","Neal Cotts","MIL",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.13359375,4.609267790615559,1797
"Total","Matt Belisle","MIN",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.15903560499450675,2.8272450801333657,1837
"Total","Edwin Jackson","MIA",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.146560382843018,13.140164963999311,1841
"Total","Ryan Madson","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,1852
"Total","Matt Moore","2 Tms",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.18373565058013863,0.18373565058013863,1890
"Total","Matt Thornton","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,1918
"Total","Jorge De La Rosa","ARI",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.842360365786133,-2.842360365786133,2047
"Total","Chien-Ming Wang","KCR",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,1,-2.8534396771569823,-2.8534396771569823,2074
"Total","Blaine Boyer","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,2237
"Total","Brandon Gomes","TBR",0.1,3,0,0,0,0,0,0,0,1,6.00000006,0.66666667,1,3.13359375,7.560615916116898,2267
"Total","Joel Peralta","LAD",0,1,0,0,0,9,0,0,0,1,1,0,1,16.13359375,4.609267790615559,2332
"Total","Hector Rondon","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,2391
"Total","Jhoulys Chacin","COL",1,2,0,0,0,0,0,0,0,0,0,0,1,3.1316320417391417,4.895994168327963,2608
"Total","Brett Cecil","2 Tms",1,4,9,0,1,0,0.25,0,0.25,0.5,1,0.33333333,-2,1.151184113774157,2.816784860644198,2660
"Total","Joba Chamberlain","CLE",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,2692
"Total","Ross Detwiler","4 Tms",0.2,3,27.00000027,0,2,0,0.66666667,0,0.66666667,0.333333333,1.50000002,1,-3,-2.834629583690887,-2.834629583690887,2859
"Total","Santiago Casilla","OAK",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.159035634994507,5.827245110133366,2873
"Total","Luis Avilan","3 Tms",1.2,4,0,0,0,0,0,0,0,0,0,0,1,3.155064010652323,4.146033073487469,2882
"Total","Zach McAllister","CLE",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.1465603828430178,4.812161129713059,2895
"Total","Josh Ravin","LAD",0.2,3,27.00000027,13.50000014,2,0,0.66666667,0.33333333,0.33333333,0,1.50000002,0,1,1.645616707106934,1.645616707106934,2951
"Total","Tony Watson","3 Tms",1.2,5,16.20000006,0,3,0,0.6,0,0.6,0,0,0,1,-0.44605275636548836,1.5066354551973051,3132
"Total","David Price","LAD",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.170034122467041,3.170034122467041,3184
"Total","Will Harris","HOU",1.2,6,0,0,0,5.40000002,0,0,0,0.333333333,1.2,0.2,0,10.956017704137587,6.099674947335528,3192
"Total","Chris Young","KCR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,3196
"Total","Francisco Liriano","PIT",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,3.2140094757080084,3201
"Total","T.J. McFarland","4 Tms",0.2,4,0,0,0,13.50000014,0,0,0,0.25,1.50000002,0,17.5,22.677339029215695,5.39084991727414,3237
"Total","Joe Smith","3 Tms",0.2,2,0,0,0,0,0,0,0,0.5,1.50000002,0.5,-2,3.148057222440579,3.148057222440579,3281
"Total","Anibal Sanchez","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,8.143362673421164,3284
"Total","Chris Hatcher","LAD",0,1,0,0,0,0,0,0,0,1,1,1,-4,3.1576396942138674,3.1576396942138674,3299
"Total","Darren O'Day","BAL",0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0.333333333,1.49999999,0.5,0,0.1480213314994656,2.3615323813552482,3321
"Total","Cesar Ramos","LAA",1,4,0,0,0,0,0,0,0,0.25,1,0.25,1,3.13359375,6.084941831231117,3357
"Total","Clay Buchholz","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,3543
"Total","Liam Hendriks","2 Tms",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.333333333,1.50000002,0.5,-2,0.15061461313907376,0.15061461313907376,3548
"Total","Clayton Richard","CHC",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,3551
"Total","Tony Barnette","TEX",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.152100038528443,8.318710658956375,3555
"Total","Jim Johnson","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,3656
"Total","Cesar Jimenez","MIL",0,1,0,0,0,9,0,0,0,1,1,0,7.5,16.13359375,3.13359375,3762
"Total","Zach Duke","3 Tms",2.1,6,3.85714285,3.85714285,1,0,0.16666667,0.16666667,0,0.2,0.85714285,0.25,1,3.5815090303420902,4.29533791981831,3840
"Total","Gavin Floyd","TOR",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,5.644961490656073,3886
"Total","Casey Fien","MIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,3926
"Total","Matt Magill","MIN",0.2,2,13.50000014,0,1,0,0.5,0,0.5,0,0,0,1,0.1872204957415775,2.6646431676939772,3950
"Total","David Carpenter","NYY",0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.13359384,16.5606160061169,3959
"Total","Edward Mujica","OAK",0,2,0,0,0,9,0,0,0,1,1,0,2.5,16.13359375,3.13359375,3970
"Total","Enny Romero","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1368354081864416,8.133637698764588,4001
"Total","Yusmeiro Petit","4 Tms",1.2,6,10.80000011,5.40000005,2,0,0.33333333,0.16666667,0.16666667,0,0.60000001,0,-2,2.5624469697080077,5.438180929827976,4020
"Total","Hector Santiago","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,4026
"Total","Brian Duensing","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.153495979309082,5.6309186512614815,4064
"Total","Pedro Strop","CHC",1,4,9.00000009,0,1,0,0.25,0,0.25,0.333333333,1.00000001,0.33333333,-1,1.1773602285656741,1.1773602285656741,4070
"Total","Junichi Tazawa","2 Tms",1.1,4,6.74999997,0,1,0,0.25,0,0.25,0,0,0,1,1.6456167296069342,2.7523722545348255,4079
"Total","James Russell","PHI",0,2,0,0,0,0,0,0,0,1,2,1,-0.5,3.1465603828430178,3.1465603828430178,4089
"Total","Edward Paredes","LAD",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,4168
"Total","Rafael Dolis","TOR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.808580744661865,-2.808580744661865,4185
"Total","David Hernandez","CIN",1,5,9,9,1,0,0.2,0.2,0,0.333333333,2,0.33333333,-0.5,4.196150175908981,7.8369711559810025,4259
"Total","Manny Parra","CIN",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,4279
"Total","Matt Albers","3 Tms",1.1,8,6.75000002,6.75000002,1,0,0.125,0.125,0,0.5,3.00000001,0.5,0,3.919395911958918,3.919395911958918,4300
"Total","Justin Wilson","3 Tms",2,6,13.5,0,3,0,0.5,0,0.5,0.166666666,0.5,0.33333333,1,0.17074453027752456,0.9965520793369156,4301
"Total","Tyler Chatwood","TOR",0,1,0,9,0,0,0,1,-1,0,1,0,-1,6.170034122467041,6.170034122467041,4338
"Total","Craig Breslow","BOS",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,7.560615916116898,4363
"Total","Jordan Zimmermann","DET",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.191419315338135,3.191419315338135,4505
"Total","Jason Hammel","KCR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1604315757751467,3.1604315757751467,4538
"Total","Chris Smith","OAK",0,2,0,9,0,0,0,0.5,-0.5,1,2,1,1,6.146560382843018,6.146560382843018,4544
"Total","Joe Thatcher","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,4620
"Total","Pat Neshek","HOU",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.140077066421509,5.3535881494799575,4682
"Total","Nate Jones","2 Tms",0.2,2,0,0,0,0,0,0,0,0.5,1.49999999,0.5,1,3.1728266716375275,5.650249306428588,4696
"Total","Jonathan Broxton","2 Tms",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.141373744690251,2.3548847945460336,4759
"Total","Rich Hill","SDP",0.1,2,0,0,0,0,0,0,0,1,3.00000003,0.5,1,3.2550403594970705,8.215095670947981,4806
"Total","Joe Blanton","LAD",0.2,4,13.49999993,13.49999993,1,0,0.25,0.25,0,0.5,2.99999999,0.5,1,4.646560375343018,9.64336259096913,4849
"Total","Mike Montgomery","SEA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.146560382843018,3.146560382843018,4869
"Total","Peter Moylan","2 Tms",0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0.333333333,1.49999999,0.5,1,0.1432121427144022,0.1432121427144022,4891
"Total","Justin De Fratus","PHI",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.13359375,7.560615916116898,4955
"Total","Fernando Salas","2 Tms",1,2,0,0,0,0,0,0,0,0,0,0,1,3.141609064657803,4.92041536362898,4971
"Total","Fernando Abad","2 Tms",0.2,3,0,0,0,0,0,0,0,0.5,1.50000002,0.33333333,1,3.148776245103892,3.148776245103892,4994
"Total","Jake Diekman","4 Tms",1.1,5,27.00000027,0,4,0,0.8,0,0.8,0.2,0.75000001,1,-5,-2.832374251335721,-2.832374251335721,5003
"Total","Bo Schultz","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,5028
"Total","Josh Fields","2 Tms",0.1,2,0,0,0,27.00000027,0,0,0,1,3.00000003,0,2.5,42.15162859820549,12.9150693246001,5070
"Total","Franklin Morales","KCR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,5088
"Total","Jeurys Familia","2 Tms",1,3,18.00000018,0,2,0,0.66666667,0,0.66666667,0,0,0,1,-0.8060144664491569,0.9583476777832862,5114
"Total","Brandon Mann","TEX",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.160431575775147,8.115276919679946,5172
"Total","Ernesto Frieri","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,5178
"Total","Mike Pelfrey","CHW",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,3.1576396942138674,5203
"Total","Blake Parker","NYY",0,2,0,0,0,0,0,0,0,1,2,1,-1,3.1465603828430178,3.1465603828430178,5224
"Total","Vin Mazzaro","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,5231
"Total","Jose Alvarez","2 Tms",1.2,4,5.39999999,0,1,0,0.25,0,0.25,0,0,0,1,1.9818431877283063,1.9818431877283063,5358
"Total","Manny Banuelos","2 Tms",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.1124310016632077,7.553539257949252,5365
"Total","Brad Peacock","HOU",0,1,0,0,0,0,0,0,0,0,0,0,0,6.160431575775147,6.160431575775147,5401
"Total","Pedro Baez","LAD",1.1,6,6.75000002,13.50000003,0.5,0,0.16666667,0.33333333,-0.16666667,0,1.5,0,-1,6.169080387577749,8.60994064836995,5420
"Total","Jesse Chavez","3 Tms",1,6,9.00000009,9.00000009,1,0,0.16666667,0.16666667,0,0.333333333,2.00000002,0.33333333,0.33333333,7.160798740579342,7.160798740579342,5448
"Total","Dana Eveland","TBR",0.1,2,27.00000027,27.00000027,1,0,0.5,0.5,0,0,3.00000003,0,-1,6.1465604128430185,6.1465604128430185,5508
"Total","Boone Logan","COL",0.1,3,27.00000027,27.00000027,1,27.00000027,0.33333333,0.33333333,0,0.5,6.00000006,0,-3.33333333,45.14656080284303,11.143362703421165,5525
"Total","Ryan Brasier","2 Tms",0.2,3,0,0,0,13.50000014,0,0,0,0.5,1.50000002,0,2.5,22.71150026749431,8.672731597214653,5615
"Total","Tyler Clippard","3 Tms",1,4,18,0,2,9,0.5,0,0.5,0.25,1,0,1,12.172754875781237,2.8275615046045184,5640
"Total","Brooks Brown","COL",0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,-1,-2.8664063100000003,-2.8664063100000003,5679
"Total","Junior Guerra","3 Tms",1,4,18,9,2,0,0.5,0.25,0.25,0,1,0,-3,2.1844917455932498,2.1844917455932498,5702
"Total","Eric O'Flaherty","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.1576396942138674,8.494058644491584,5746
"Total","Bruce Rondon","2 Tms",0.2,3,27.00000027,0,2,0,0.66666667,0,0.66666667,0.333333333,1.50000002,1,-2,-2.8465040806909183,-2.8465040806909183,5766
"Total","Jhan Marinez","MIL",0.1,2,0,0,0,0,0,0,0,0,0,0,1,3.154869866391928,3.154869866391928,5830
"Total","Jason Motte","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.145616722106934,8.027337280304241,5861
"Total","Danny Salazar","CLE",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.842360365786133,-2.842360365786133,5867
"Total","Wesley Wright","LAA",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,5960
"Total","Kelvin Herrera","2 Tms",0.2,3,0,0,0,0,0,0,0,0.5,1.49999999,0.33333333,0,3.1657600403797024,6.149568848390517,6033
"Total","Albert Suarez","SFG",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,6175
"Total","Dellin Betances","NYY",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.1470126628875734,5.624435334839973,6216
"Total","Diego Moreno","NYY",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.13359375,3.13359375,6238
"Total","Tom Gorzelanny","DET",0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,1,9.00000009,1,1,12.13359384,12.133593840000003,6244
"Total","Trevor Cahill","LAA",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2140094757080084,9.181627181243904,6249
"Total","David Phelps","2 Tms",0.2,2,0,13.49999993,0,0,0,0.5,-0.5,0,1.49999999,0,-2,7.651721049719852,7.651721049719852,6316
"Total","Al Alburquerque","4 Tms",0.2,3,13.50000014,0,1,0,0.33333333,0,0.33333333,0.333333333,1.50000002,0.5,-1,0.15324900729870716,0.15324900729870716,6324
"Total","Trevor May","MIN",0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.1335937500000006,5.347104799855783,6398
"Total","Jose Cisnero","DET",0.2,2,0,0,0,0,0,0,0,0.5,1.49999999,0.5,0,3.233788800159869,5.713816418684909,6399
"Total","Kevin Jepsen","3 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.152289772082542,5.365800855140991,6475
"Total","Steve Cishek","6 Tms",2,5,0,0,0,0,0,0,0,0,0,0,-4,4.642607474798532,5.380444491417126,6483
"Total","Blaine Hardy","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.214009475708008,3.214009475708008,6499
"Total","Robert Stock","2 Tms",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.208361935657896,8.993207122161781,6576
"Total","Marc Rzepczynski","3 Tms",0.1,6,0,0,0,0,0,0,0,1,18.00000018,1,-0.66666667,3.1476213821920944,8.144423672770241,6612
"Total","Brad Brach","BAL",1,4,0,0,0,0,0,0,0,0.333333333,1,0.25,0,3.13359375,4.609267790615559,6627
"Total","Craig Kimbrel","CHC",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.808580744661865,-2.808580744661865,6655
"Total","Alex Colome","3 Tms",0.2,3,0,0,0,0,0,0,0,0.5,1.50000002,0.33333333,-1,3.126263666069958,7.817197421080807,6661
"Total","Miguel Socolovich","STL",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,6697
"Total","Tyler Sturdevant","TBR",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8534396771569823,-2.8534396771569823,6780
"Total","Andrew Miller","2 Tms",2.1,8,15.42857145,7.71428573,2,0,0.5,0.25,0.25,0,0.85714286,0,0,2.320853087464219,2.320853087464219,6785
"Total","Robbie Ross Jr.","BOS",1.1,5,13.50000003,0,2,0,0.4,0,0.4,0.4,1.5,0.66666667,-1.5,0.14284688669482293,0.14284688669482337,6819
"Total","Sam Freeman","2 Tms",1,3,9.00000009,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.1773602285656741,1.1773602285656741,6832
"Total","Jeff Manship","CLE",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,6865
"Total","Joakim Soria","4 Tms",1,3,18.00000018,0,2,0,0.66666667,0,0.66666667,0,0,0,1,-0.8463695927124886,-0.8463695927124886,6941
"Total","Luke Hochevar","KCR",0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.14656039784301766,0.14656039784301766,6943
"Total","Drew Storen","3 Tms",0.2,6,0,13.49999993,0,0,0,0.16666667,-0.16666667,0.5,4.49999998,0.4,-2.66666667,7.649330188196117,12.985749058427551,6983
"Total","Luis Garcia","4 Tms",1.1,5,6.75000007,0,1,0,0.2,0,0.2,0.333333333,0.75000001,0.25,1,1.6991808979714962,4.356557243715258,6984
"Total","Ian Kennedy","2 Tms",0.1,4,0,54.00000054,0,0,0,0.5,-0.5,0,6.00000006,0,-2,21.239135278576626,21.23913527857663,6986
"Total","Ryan Pressly","2 Tms",0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.1634226559327985,9.131040361468695,7005
"Total","Pat Venditte","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1465603828430178,3.1465603828430178,7108
"Total","Daniel Bard","COL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.2550403594970705,8.215095670947981,7115
"Total","Daniel Hudson","3 Tms",1.2,4,0,0,0,0,0,0,0,0.25,0.6,0.25,0,3.1587296246233842,3.1587296246233842,7146
"Total","Ryan Mattheus","CIN",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8664063100000003,-2.8664063100000003,7169
"Total","Jonny Venters","ATL",1,3,0,0,0,0,0,0,0,0.333333333,1,0.33333333,-2,3.1604315757751467,3.1604315757751467,7175
"Total","Greg Holland","WSN",0,1,0,9,0,0,0,1,-1,0,1,0,1,6.160431575775147,6.160431575775147,7196
"Total","Craig Stammen","2 Tms",2,7,4.50000002,0,1,0,0.14285714,0,0.14285714,0.5,1.50000001,0.5,0.33333333,2.167623785117236,2.9054608091142002,7274
"Total","Brad Ziegler","2 Tms",1.1,5,0,0,0,0,0,0,0,0.4,1.5,0.4,-1.5,3.1583376645989523,3.1583376645989523,7293
